,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,firstperiodGradeMath,secondperiodGradeMath,thirdperiodGradeMath,firstperiodGradePort,secondperiodGradePort,thirdperiodGradePort
327,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,father,1,2,1,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,10,10,0,12,12,13
328,GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,father,1,2,1,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,10,10,0,11,12,12
329,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,17,17,17
330,GP,M,18,U,LE3,T,1,1,other,other,course,yes,yes,mother,1,1,3,no,no,no,no,no,yes,2,3,5,2,5,4,0,6,5,0,11,9,0
331,GP,M,18,U,LE3,T,2,1,at_home,other,course,yes,yes,mother,4,2,0,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,9,10,11
332,GP,M,18,U,LE3,T,2,2,other,other,course,yes,yes,mother,1,4,0,no,yes,no,yes,yes,no,4,5,5,2,4,5,2,9,8,8,11,11,12
333,GP,M,18,U,LE3,T,3,3,services,health,home,yes,yes,father,1,2,1,no,yes,yes,no,yes,no,3,2,4,2,4,4,13,6,6,8,10,10,10
334,GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,mother,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,16,16,17
335,GP,M,18,U,LE3,T,4,3,teacher,services,course,yes,yes,mother,2,1,0,no,no,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,10,10,10
336,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,yes,1,4,2,2,2,1,5,16,15,16,18,18,17
337,GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,father,1,2,1,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,15,12,12,10,10,11
338,GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,mother,1,1,3,no,yes,no,no,no,yes,4,5,4,1,1,4,0,5,0,0,11,9,11
339,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,yes,yes,mother,1,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,12,11,11,11,11,13,14
340,GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,other,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,5,0,17,18,18,14,15,15
341,GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,mother,1,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,16,6,8,8,7,8,5
342,MS,F,17,R,GT3,T,1,1,other,services,reputation,yes,yes,mother,3,1,1,no,yes,yes,no,yes,yes,5,2,1,1,2,1,0,7,6,0,8,8,9
343,MS,F,17,R,GT3,T,1,2,other,other,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,14,6,5,5,7,8,9
344,MS,F,17,R,GT3,T,1,2,other,services,course,no,no,father,2,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,12,11,12,13,13,13
345,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,no,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,5,4,2,3,1,17,10,10,10,8,9,9
346,MS,F,17,R,GT3,T,4,4,teacher,services,other,yes,yes,father,2,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,12,12,12
347,MS,F,17,U,GT3,T,2,2,other,at_home,home,yes,no,mother,1,3,0,no,no,no,yes,yes,yes,3,4,3,1,1,3,8,13,11,11,10,11,12
348,MS,F,17,U,LE3,A,3,2,services,other,reputation,yes,no,mother,2,2,0,no,no,no,no,yes,yes,1,2,3,1,2,5,2,12,12,11,15,14,15
349,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,15,14,15
350,MS,F,18,R,GT3,T,1,1,other,other,home,yes,yes,mother,4,3,0,no,no,no,no,yes,no,4,3,2,1,2,4,2,8,8,10,10,11,12
351,MS,F,18,R,GT3,T,2,2,at_home,other,other,yes,no,mother,2,3,0,no,no,yes,no,yes,no,5,3,3,1,3,4,2,10,9,10,14,17,15
352,MS,F,18,R,GT3,T,4,4,other,teacher,other,no,yes,father,3,2,0,no,yes,yes,no,yes,yes,3,2,2,4,2,5,10,14,12,11,7,5,0
353,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,yes,yes,mother,3,1,0,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,7,9,10
354,MS,F,18,R,LE3,T,4,4,other,other,reputation,yes,yes,mother,2,3,0,no,no,no,no,yes,no,5,4,4,1,1,1,0,19,18,19,15,17,17
355,MS,F,18,R,LE3,T,4,4,teacher,services,course,yes,yes,mother,1,2,0,no,no,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,13,14,14
356,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0,7,8,7
357,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0,11,12,9
358,MS,F,18,U,GT3,T,2,3,at_home,services,course,yes,yes,father,2,1,0,no,yes,yes,no,yes,yes,5,2,3,1,2,4,0,11,10,10,10,10,10
359,MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,mother,1,2,0,no,no,yes,no,yes,yes,4,1,3,1,2,1,0,15,15,15,16,16,16
360,MS,F,18,U,GT3,T,3,3,services,services,course,yes,no,father,1,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,9,9,10,10,10
361,MS,F,18,U,GT3,T,3,3,services,services,other,yes,yes,mother,2,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,0,11,11,10,13,12,13
362,MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,18,16,16,19,17,18
363,MS,F,18,U,LE3,T,3,1,teacher,services,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,3,4,1,1,1,0,7,9,8,15,15,16
364,MS,F,19,R,GT3,T,2,3,services,other,course,no,yes,mother,1,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,10,11,10
365,MS,M,17,R,GT3,T,4,3,services,other,home,no,yes,mother,2,2,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,10,11,11
366,MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,2,11,11,10,14,15,16
367,MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,4,5,4,2,3,3,2,13,13,13,8,9,10
368,MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,3,14,16,16,10,10,10
369,MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,4,10,10,10,8,10,9
370,MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,7,7,0
371,MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,mother,2,1,1,no,yes,no,no,yes,no,2,5,5,5,5,5,10,11,13,13,9,10,11
372,MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,14,6,5,5,7,7,0
373,MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,father,3,1,0,no,yes,yes,yes,no,yes,4,3,3,2,3,3,3,14,12,12,9,10,10
374,MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,0,11,12,10,10,11,11
375,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14,17,18,19
376,MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,4,10,10,10,14,13,14
377,MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,mother,1,1,1,no,no,no,no,no,yes,4,3,3,2,3,3,7,8,7,8,9,10,9
378,MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,mother,2,3,0,no,no,yes,no,yes,yes,4,2,2,2,2,5,0,13,13,13,15,16,16
379,MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,8,8,8,9,10
380,MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,other,3,2,3,no,no,no,no,yes,no,5,4,4,3,3,2,8,8,7,8,10,9,11
381,MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,6,5,0,5,8,0
